@relation 'huge_each_goodbad_smart-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a4 >3.0, 5.0,1.0)-Ngood_or_bad-weka.filters.unsupervised.attribute.Discretize-Y-B2-M-1.0-Rlast-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.instance.RemoveRange-R1-4187-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R1'

@attribute type {review,title}
@attribute num_words numeric
@attribute 'stop_\%' numeric
@attribute 'meaning_\%' numeric
@attribute 'proper_noun_\%' numeric
@attribute 'noun_\%' numeric
@attribute 'pronoun_\%' numeric
@attribute 'verb_\%' numeric
@attribute 'adverb_\%' numeric
@attribute 'adjective_\%' numeric
@attribute 'wh-word_\%' numeric
@attribute 'missspelled_\%' numeric
@attribute good_or_bad {'\'B1of2\'','\'B2of2\''}

@data
title,12,0.5,0.5,0,0.416667,0,0,0.166667,0.083333,0.083333,0.666667,'\'B1of2\''
review,21,0.47619,0.52381,0,0.190476,0.095238,0.142857,0.047619,0.190476,0,0.761905,'\'B2of2\''
title,11,0.545455,0.454545,0,0.181818,0.090909,0.090909,0.181818,0.181818,0,0.545455,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,20,0.5,0.5,0,0.15,0.05,0.2,0.2,0.1,0.05,0.55,'\'B1of2\''
review,12,0.416667,0.583333,0,0.416667,0,0.083333,0.083333,0.25,0,0.833333,'\'B1of2\''
title,5,0.2,0.8,0,0.4,0,0,0,0.4,0,0.8,'\'B1of2\''
review,61,0.491803,0.508197,0,0.196721,0,0.213115,0.04918,0.098361,0.016393,0.508197,'\'B1of2\''
review,15,0.4,0.6,0,0.2,0.066667,0.2,0.133333,0.133333,0.066667,0.666667,'\'B1of2\''
title,6,0.166667,0.833333,0,0.333333,0,0.166667,0,0.333333,0,1,'\'B1of2\''
title,7,0.428571,0.571429,0,0.285714,0.142857,0,0.142857,0.142857,0,0.714286,'\'B2of2\''
review,37,0.297297,0.702703,0,0.189189,0.027027,0.135135,0.081081,0.243243,0,0.594595,'\'B2of2\''
title,13,0.384615,0.615385,0,0.307692,0.153846,0.153846,0,0.076923,0,0.769231,'\'B1of2\''
review,5,0.4,0.6,0,0.2,0,0.2,0,0.2,0,0.4,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,5,0.6,0.4,0,0.4,0.2,0,0,0,0,0.8,'\'B1of2\''
review,54,0.444444,0.555556,0,0.240741,0,0.148148,0.055556,0.148148,0,0.574074,'\'B1of2\''
review,30,0.5,0.5,0,0.1,0.033333,0.233333,0.066667,0.1,0,0.466667,'\'B1of2\''
title,10,0.5,0.5,0,0.1,0.1,0.3,0,0.2,0,0.9,'\'B1of2\''
review,9,0.444444,0.555556,0,0.222222,0,0.222222,0,0.111111,0,0.444444,'\'B2of2\''
review,28,0.464286,0.535714,0,0.142857,0.035714,0.25,0.142857,0.107143,0,0.535714,'\'B2of2\''
title,5,0.4,0.6,0,0.4,0,0.2,0.2,0,0,0.8,'\'B1of2\''
review,18,0.555556,0.444444,0,0.111111,0.055556,0.444444,0,0.111111,0,0.666667,'\'B1of2\''
title,10,0.5,0.5,0,0.2,0.1,0.3,0.2,0,0,0.8,'\'B1of2\''
title,12,0.666667,0.333333,0,0.166667,0.083333,0.25,0.083333,0.083333,0,0.5,'\'B1of2\''
title,4,0.5,0.5,0,0.25,0,0.25,0.25,0.25,0,0.75,'\'B1of2\''
title,2,0.5,0.5,0,0.5,0.5,0,0,0,0,1,'\'B2of2\''
title,3,0,1,0,0.333333,0,0,0.333333,0.333333,0,0.666667,'\'B1of2\''
title,5,0.4,0.6,0,0.2,0.4,0.2,0,0.2,0,1,'\'B1of2\''
title,4,0.25,0.75,0,0,0,0.25,0.5,0.25,0,0.25,'\'B1of2\''
review,32,0.53125,0.46875,0,0.15625,0.0625,0.15625,0.03125,0.15625,0.03125,0.59375,'\'B1of2\''
review,20,0.55,0.45,0,0.25,0.05,0.15,0.05,0.05,0,0.65,'\'B1of2\''
title,7,0.714286,0.285714,0,0.142857,0.142857,0.142857,0,0.142857,0,0.571429,'\'B1of2\''
review,8,0.125,0.875,0,0.25,0.125,0.125,0.125,0.125,0,0.625,'\'B2of2\''
review,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,'\'B2of2\''
review,25,0.48,0.52,0,0.28,0.04,0.16,0.04,0.12,0,0.68,'\'B2of2\''
review,4,0.25,0.75,0,0,0,0.25,0.5,0.25,0,0.5,'\'B2of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
review,4,0.5,0.5,0,0.5,0,0.25,0,0,0,1,'\'B2of2\''
review,6,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.833333,'\'B2of2\''
title,12,0.666667,0.333333,0,0.083333,0.083333,0.166667,0.083333,0.166667,0,0.583333,'\'B1of2\''
title,6,0.333333,0.666667,0,0.333333,0,0.166667,0,0,0,0.5,'\'B2of2\''
review,91,0.538462,0.461538,0,0.186813,0.054945,0.131868,0.065934,0.032967,0.021978,0.417582,'\'B2of2\''
review,68,0.470588,0.529412,0,0.117647,0.014706,0.132353,0.102941,0.102941,0,0.382353,'\'B1of2\''
title,3,0.333333,0.666667,0,0.333333,0,0.333333,0,0,0,0.666667,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,4,0.5,0.5,0,0,0,0,0.5,0.25,0,0.25,'\'B2of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B1of2\''
review,4,0.25,0.75,0,0,0,0.25,0.25,0.25,0,0.5,'\'B2of2\''
title,2,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
title,9,0.555556,0.444444,0,0,0.111111,0.333333,0,0.222222,0,0.777778,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,155,0.509677,0.490323,0,0.174194,0.025806,0.167742,0.051613,0.051613,0.012903,0.425806,'\'B1of2\''
title,4,0.5,0.5,0,0.5,0,0.25,0,0,0,1,'\'B1of2\''
review,11,0.272727,0.727273,0,0.545455,0,0.090909,0,0.090909,0,0.818182,'\'B1of2\''
review,13,0.384615,0.615385,0,0.307692,0.153846,0.153846,0,0.076923,0,0.769231,'\'B1of2\''
review,20,0.55,0.45,0,0.2,0.1,0.2,0.1,0.1,0.05,0.8,'\'B1of2\''
title,5,0.4,0.6,0,0.2,0,0,0.2,0.2,0,0.4,'\'B1of2\''
title,8,0.625,0.375,0,0.125,0,0.125,0.375,0,0,0.125,'\'B1of2\''
review,3,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,1,'\'B1of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,28,0.285714,0.714286,0,0.285714,0,0.142857,0.107143,0.178571,0.035714,0.642857,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,3,0.333333,0.666667,0,0.666667,0,0,0,0,0,0.666667,'\'B1of2\''
title,9,0.555556,0.444444,0,0.222222,0.111111,0.111111,0.111111,0.222222,0,0.777778,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,31,0.548387,0.451613,0,0.193548,0.096774,0.16129,0.096774,0.064516,0,0.548387,'\'B2of2\''
review,14,0.428571,0.571429,0,0.285714,0.071429,0.214286,0.071429,0.071429,0,0.642857,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,16,0.625,0.375,0,0.0625,0.125,0.375,0.0625,0.0625,0,0.6875,'\'B1of2\''
title,4,0,1,0,0.25,0,0.25,0.25,0.25,0,0.75,'\'B2of2\''
title,3,0.333333,0.666667,0,0,0.333333,0.333333,0.333333,0,0,0.666667,'\'B2of2\''
title,6,0.5,0.5,0,0.333333,0,0.166667,0.166667,0,0,0.5,'\'B1of2\''
review,77,0.428571,0.571429,0,0.207792,0.012987,0.246753,0.051948,0.038961,0,0.519481,'\'B1of2\''
title,5,0.4,0.6,0,0.4,0,0.2,0.2,0,0,0.6,'\'B1of2\''
title,7,0.428571,0.571429,0,0.285714,0,0.285714,0,0,0,0.714286,'\'B1of2\''
review,100,0.52,0.48,0,0.13,0.02,0.17,0.06,0.07,0.01,0.4,'\'B1of2\''
review,10,0.5,0.5,0,0.1,0.1,0.4,0.1,0.1,0,0.5,'\'B2of2\''
title,15,0.466667,0.533333,0,0.133333,0,0.333333,0.133333,0.066667,0,0.466667,'\'B1of2\''
review,52,0.538462,0.461538,0,0.115385,0.038462,0.307692,0.057692,0.057692,0,0.480769,'\'B1of2\''
review,0,0,0,0,0,0,0,0,0,0,0,'\'B2of2\''
review,70,0.5,0.5,0,0.257143,0.042857,0.157143,0,0.071429,0.014286,0.571429,'\'B1of2\''
review,5,0.2,0.8,0,0.6,0,0,0,0.2,0,0.8,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,3,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
title,11,0.363636,0.636364,0,0.181818,0.181818,0.272727,0,0.090909,0,0.727273,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,15,0.333333,0.666667,0,0.333333,0.066667,0.133333,0,0.2,0,0.733333,'\'B2of2\''
title,12,0.583333,0.416667,0,0.083333,0.166667,0.25,0,0.166667,0,0.666667,'\'B2of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
review,35,0.428571,0.571429,0,0.114286,0.028571,0.257143,0.057143,0.057143,0.028571,0.457143,'\'B1of2\''
review,16,0.4375,0.5625,0,0.3125,0.0625,0.25,0.0625,0.0625,0,0.6875,'\'B1of2\''
review,9,0.333333,0.666667,0,0.333333,0.111111,0.111111,0.111111,0.111111,0,0.666667,'\'B2of2\''
title,8,0.375,0.625,0,0.375,0,0.25,0.125,0,0,0.375,'\'B1of2\''
review,14,0.5,0.5,0,0.142857,0.071429,0.285714,0.071429,0.214286,0,0.714286,'\'B1of2\''
title,3,0,1,0,0.333333,0,0,0.333333,0.333333,0,0.666667,'\'B2of2\''
title,8,0.375,0.625,0,0.25,0,0.125,0,0.125,0,0.75,'\'B1of2\''
review,9,0.222222,0.777778,0,0.555556,0.111111,0.111111,0,0.111111,0,0.888889,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,3,0.333333,0.666667,0,0,0.333333,0.333333,0.333333,0,0,0.333333,'\'B2of2\''
review,7,0.142857,0.857143,0,0.428571,0,0.285714,0.142857,0,0,0.857143,'\'B2of2\''
title,3,0.333333,0.666667,0,0,0,0.333333,0,0.333333,0,0.333333,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,8,0.125,0.875,0,0.25,0,0.25,0.125,0.25,0,0.875,'\'B2of2\''
title,3,0,1,0,0.333333,0,0.333333,0.333333,0,0,0.666667,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,19,0.263158,0.736842,0,0.315789,0.052632,0.157895,0.052632,0.052632,0,0.631579,'\'B1of2\''
review,40,0.45,0.55,0,0.225,0.05,0.225,0.05,0.125,0,0.675,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,7,0.285714,0.714286,0,0.285714,0,0.285714,0.142857,0,0,0.571429,'\'B2of2\''
review,34,0.382353,0.617647,0,0.147059,0.058824,0.294118,0.088235,0.058824,0,0.470588,'\'B2of2\''
title,4,0,1,0,0.5,0,0,0,0.25,0,1,'\'B1of2\''
review,5,0.6,0.4,0,0.2,0,0.2,0.2,0,0,0.4,'\'B2of2\''
review,19,0.578947,0.421053,0,0.157895,0.105263,0.157895,0.105263,0.157895,0.052632,0.684211,'\'B1of2\''
review,57,0.421053,0.578947,0,0.263158,0.017544,0.175439,0.017544,0.070175,0,0.491228,'\'B1of2\''
review,5,0.6,0.4,0,0.4,0,0.2,0.2,0,0.2,0.6,'\'B2of2\''
title,4,0.75,0.25,0,0,0.25,0.5,0,0,0.25,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,9,0.333333,0.666667,0,0.333333,0.111111,0.111111,0,0.222222,0,0.888889,'\'B2of2\''
title,4,0.5,0.5,0,0.5,0,0,0.25,0,0,0.5,'\'B1of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,6,0.333333,0.666667,0,0.166667,0,0.166667,0,0.333333,0,0.5,'\'B2of2\''
review,177,0.474576,0.525424,0,0.118644,0.033898,0.158192,0.056497,0.050847,0.016949,0.40113,'\'B1of2\''
review,29,0.344828,0.655172,0,0.310345,0.034483,0.137931,0,0.172414,0,0.689655,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,18,0.333333,0.666667,0,0.277778,0,0.166667,0,0.166667,0,0.722222,'\'B2of2\''
review,38,0.473684,0.526316,0,0.184211,0.078947,0.184211,0.026316,0.131579,0,0.631579,'\'B2of2\''
review,27,0.407407,0.592593,0,0.185185,0.037037,0.185185,0.074074,0.148148,0,0.518519,'\'B1of2\''
title,9,0.444444,0.555556,0,0.111111,0.222222,0.222222,0,0.222222,0,0.888889,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,10,0.4,0.6,0,0.3,0,0.1,0,0.2,0,0.8,'\'B1of2\''
title,9,0.333333,0.666667,0,0.222222,0,0.111111,0.222222,0.111111,0,0.333333,'\'B2of2\''
title,3,0.333333,0.666667,0,0.666667,0,0,0,0,0,0.666667,'\'B1of2\''
review,4,0.5,0.5,0,0.25,0,0.25,0,0.25,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,19,0.473684,0.526316,0,0.263158,0.052632,0.315789,0.157895,0.052632,0,0.684211,'\'B2of2\''
title,10,0.3,0.7,0,0.2,0,0.1,0.2,0.3,0,0.5,'\'B2of2\''
title,4,0.25,0.75,0,0.25,0,0,0,0.5,0,0.75,'\'B2of2\''
review,50,0.6,0.4,0,0.18,0.08,0.24,0.1,0.1,0.04,0.66,'\'B2of2\''
title,4,0.5,0.5,0,0.5,0.25,0.25,0,0,0,1,'\'B2of2\''
title,14,0.357143,0.642857,0,0.285714,0.071429,0.285714,0,0.071429,0,0.785714,'\'B1of2\''
review,3,0.333333,0.666667,0,0.333333,0.333333,0.333333,0,0,0,1,'\'B2of2\''
title,3,0.333333,0.666667,0,0,0,0.333333,0,0.333333,0,0.333333,'\'B1of2\''
review,25,0.64,0.36,0,0.16,0.08,0.32,0.04,0,0,0.64,'\'B1of2\''
review,30,0.533333,0.466667,0,0.166667,0.033333,0.166667,0.033333,0.133333,0.033333,0.533333,'\'B1of2\''
review,8,0.375,0.625,0,0.25,0,0.25,0,0.25,0,0.625,'\'B1of2\''
review,19,0.473684,0.526316,0,0.210526,0.157895,0.263158,0.105263,0.052632,0.052632,0.684211,'\'B1of2\''
review,22,0.454545,0.545455,0,0.181818,0.090909,0.181818,0.136364,0.090909,0,0.590909,'\'B1of2\''
review,6,0.333333,0.666667,0,0.5,0,0.166667,0,0,0,0.666667,'\'B2of2\''
title,3,0.333333,0.666667,0,0,0,0.666667,0.333333,0,0,0.333333,'\'B1of2\''
title,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,'\'B1of2\''
title,5,0.2,0.8,0,0.2,0.2,0.4,0,0.2,0,1,'\'B2of2\''
title,7,0.714286,0.285714,0,0,0.285714,0.428571,0,0,0.142857,0.571429,'\'B1of2\''
title,7,0.285714,0.714286,0,0.714286,0,0,0,0,0,0.714286,'\'B2of2\''
title,5,0.2,0.8,0,0.2,0,0.2,0.2,0.2,0,0.6,'\'B2of2\''
review,11,0.545455,0.454545,0,0,0.090909,0.272727,0.272727,0.090909,0,0.363636,'\'B1of2\''
title,5,0.4,0.6,0,0.6,0,0.2,0,0,0,1,'\'B1of2\''
title,8,0.25,0.75,0,0.125,0,0.375,0.125,0.125,0,0.375,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,54,0.407407,0.592593,0,0.240741,0.074074,0.111111,0.074074,0.185185,0.018519,0.703704,'\'B2of2\''
title,5,0.4,0.6,0,0.2,0.2,0.2,0,0.2,0,0.8,'\'B2of2\''
review,5,0.2,0.8,0,0.2,0,0.2,0,0.4,0,0.6,'\'B2of2\''
review,9,0.444444,0.555556,0,0.222222,0,0.111111,0.222222,0.111111,0,0.444444,'\'B2of2\''
review,6,0.5,0.5,0,0.166667,0.333333,0,0,0.333333,0,0.833333,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,3,0.333333,0.666667,0,0.333333,0,0,0.333333,0,0,0.333333,'\'B1of2\''
review,7,0.571429,0.428571,0,0.142857,0.142857,0.142857,0,0.285714,0,0.714286,'\'B2of2\''
review,1,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
title,12,0.416667,0.583333,0,0.333333,0,0.083333,0,0.166667,0,0.583333,'\'B2of2\''
review,70,0.528571,0.471429,0,0.157143,0.028571,0.157143,0.085714,0.071429,0,0.428571,'\'B1of2\''
title,3,0.666667,0.333333,0,0,0,0,0.666667,0.333333,0,0.333333,'\'B1of2\''
title,2,0,1,0,0.5,0,0.5,0,0,0,1,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,4,0,1,0,0.25,0,0.25,0,0.5,0,1,'\'B2of2\''
review,9,0.444444,0.555556,0,0.222222,0.111111,0.111111,0.111111,0.222222,0,0.777778,'\'B2of2\''
title,4,0.5,0.5,0,0.25,0,0.25,0.25,0,0,0.75,'\'B2of2\''
review,6,0.5,0.5,0,0.333333,0.166667,0,0.166667,0.166667,0,0.666667,'\'B1of2\''
review,8,0.5,0.5,0,0.25,0,0.125,0,0.25,0,0.75,'\'B1of2\''
review,85,0.517647,0.482353,0,0.258824,0.023529,0.176471,0.011765,0.070588,0,0.541176,'\'B1of2\''
review,21,0.52381,0.47619,0,0.142857,0.095238,0.190476,0.095238,0.095238,0,0.52381,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
review,84,0.52381,0.47619,0,0.190476,0.035714,0.190476,0.059524,0.083333,0,0.464286,'\'B1of2\''
review,9,0.444444,0.555556,0,0.444444,0.111111,0,0,0,0,0.666667,'\'B2of2\''
title,14,0.785714,0.214286,0,0.214286,0.142857,0.214286,0,0.071429,0,0.785714,'\'B1of2\''
title,12,0.333333,0.666667,0,0.166667,0.083333,0.333333,0.083333,0.083333,0,0.75,'\'B1of2\''
review,15,0.333333,0.666667,0,0.133333,0.066667,0.333333,0.133333,0.2,0,0.666667,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0.5,0,0,0.5,'\'B1of2\''
review,12,0.5,0.5,0,0.166667,0.083333,0.166667,0.083333,0.083333,0,0.583333,'\'B2of2\''
review,3,0,1,0,0.666667,0,0,0,0.333333,0,1,'\'B2of2\''
review,2,0.5,0.5,0,0,0,0.5,0,0,0,0.5,'\'B2of2\''
title,6,0.5,0.5,0,0.166667,0,0.166667,0.166667,0,0,0.333333,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,9,0.444444,0.555556,0,0.222222,0,0.333333,0.111111,0,0,0.555556,'\'B2of2\''
title,3,0.333333,0.666667,0,0.333333,0,0.333333,0,0,0,1,'\'B2of2\''
title,4,0,1,0,0.75,0,0,0,0.25,0,1,'\'B2of2\''
review,37,0.432432,0.567568,0,0.189189,0.027027,0.135135,0.027027,0.108108,0,0.513514,'\'B1of2\''
review,3,0.333333,0.666667,0,0,0,0,0.666667,0.333333,0,0.333333,'\'B2of2\''
title,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,'\'B1of2\''
review,7,0.285714,0.714286,0,0.285714,0,0.285714,0.142857,0.142857,0,0.714286,'\'B1of2\''
review,13,0.307692,0.692308,0,0.615385,0.076923,0,0,0.076923,0,0.769231,'\'B2of2\''
title,4,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
review,35,0.428571,0.571429,0,0.2,0,0.171429,0.2,0.114286,0.028571,0.571429,'\'B1of2\''
review,58,0.482759,0.517241,0,0.155172,0.034483,0.206897,0.034483,0.086207,0.017241,0.517241,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,36,0.444444,0.555556,0,0.166667,0.083333,0.222222,0.138889,0.111111,0,0.611111,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,13,0.615385,0.384615,0,0.153846,0.076923,0.153846,0.153846,0.076923,0,0.615385,'\'B2of2\''
title,25,0.52,0.48,0,0.12,0.04,0.2,0.24,0,0.04,0.52,'\'B2of2\''
review,10,0.4,0.6,0,0.2,0,0.1,0.1,0.2,0,0.6,'\'B1of2\''
title,5,0.6,0.4,0,0.2,0,0,0,0.2,0,0.6,'\'B1of2\''
title,11,0.545455,0.454545,0,0.272727,0.090909,0.272727,0,0.090909,0,0.727273,'\'B2of2\''
title,7,0.285714,0.714286,0,0.571429,0,0.142857,0,0,0,0.857143,'\'B1of2\''
title,11,0.454545,0.545455,0,0.272727,0.090909,0.454545,0.090909,0,0,0.727273,'\'B1of2\''
review,75,0.493333,0.506667,0,0.213333,0.04,0.186667,0.053333,0.053333,0.026667,0.56,'\'B1of2\''
title,10,0.3,0.7,0,0.4,0,0.1,0.1,0.2,0,0.7,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,62,0.548387,0.451613,0,0.16129,0.080645,0.241935,0.064516,0.064516,0,0.467742,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
review,116,0.482759,0.517241,0,0.137931,0.060345,0.224138,0.068966,0.077586,0.008621,0.474138,'\'B2of2\''
review,10,0.4,0.6,0,0.2,0,0.2,0.2,0.2,0,0.6,'\'B1of2\''
review,161,0.484472,0.515528,0,0.149068,0.018634,0.130435,0.055901,0.099379,0.006211,0.391304,'\'B1of2\''
title,4,0.5,0.5,0,0.25,0,0.25,0.25,0,0,0.5,'\'B2of2\''
title,9,0.444444,0.555556,0,0.111111,0,0.111111,0.111111,0.333333,0,0.444444,'\'B1of2\''
review,87,0.505747,0.494253,0,0.183908,0.08046,0.206897,0.022989,0.103448,0.011494,0.586207,'\'B1of2\''
review,8,0.5,0.5,0,0.125,0.25,0.25,0.25,0,0,0.625,'\'B1of2\''
title,11,0.363636,0.636364,0,0.181818,0,0.090909,0.090909,0.272727,0,0.636364,'\'B1of2\''
review,35,0.4,0.6,0,0.257143,0,0.085714,0.114286,0.114286,0,0.542857,'\'B1of2\''
title,10,0.4,0.6,0,0.2,0,0.2,0.1,0.1,0,0.6,'\'B1of2\''
review,12,0.25,0.75,0,0.416667,0,0.083333,0.083333,0.083333,0,0.666667,'\'B1of2\''
title,16,0.4375,0.5625,0,0.125,0.0625,0.375,0.125,0,0,0.6875,'\'B2of2\''
review,4,0.5,0.5,0,0.25,0.25,0.25,0.25,0,0,0.75,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,47,0.489362,0.510638,0,0.212766,0.042553,0.191489,0.148936,0.085106,0.021277,0.553191,'\'B1of2\''
title,6,0.166667,0.833333,0,0.333333,0,0.333333,0,0.166667,0,0.666667,'\'B2of2\''
review,89,0.58427,0.41573,0,0.11236,0.044944,0.168539,0.022472,0.078652,0,0.47191,'\'B1of2\''
title,7,0.428571,0.571429,0,0.571429,0,0,0,0,0,0.714286,'\'B2of2\''
review,24,0.333333,0.666667,0,0.25,0.041667,0.208333,0.041667,0.083333,0,0.625,'\'B1of2\''
review,3,0.666667,0.333333,0,0.333333,0.333333,0,0,0,0,0.666667,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,3,0.666667,0.333333,0,0,0,0.333333,0.333333,0,0,0.333333,'\'B1of2\''
review,15,0.333333,0.666667,0,0.266667,0.066667,0.2,0.066667,0.066667,0,0.6,'\'B2of2\''
review,12,0.583333,0.416667,0,0.166667,0.083333,0.25,0,0.083333,0.083333,0.75,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,12,0.666667,0.333333,0,0.333333,0.083333,0.166667,0,0,0,0.666667,'\'B2of2\''
review,6,0.5,0.5,0,0.333333,0.166667,0.166667,0,0,0,0.833333,'\'B1of2\''
title,3,0,1,0,0.666667,0,0,0,0.333333,0,1,'\'B2of2\''
review,83,0.518072,0.481928,0,0.120482,0.048193,0.156627,0.084337,0.036145,0.024096,0.337349,'\'B1of2\''
review,19,0.578947,0.421053,0,0.052632,0.157895,0.210526,0.105263,0.105263,0,0.473684,'\'B1of2\''
review,7,0.571429,0.428571,0,0,0,0,0.285714,0.285714,0,0.428571,'\'B1of2\''
title,5,0,1,0,0.6,0,0,0,0.2,0,0.8,'\'B2of2\''
title,4,0.5,0.5,0,0.25,0,0,0,0.25,0,0.75,'\'B1of2\''
title,8,0.75,0.25,0,0.375,0,0,0.25,0,0,0.5,'\'B1of2\''
title,3,0,1,0,0.666667,0,0,0,0.333333,0,1,'\'B1of2\''
review,38,0.473684,0.526316,0,0.263158,0.026316,0.184211,0.131579,0.157895,0,0.605263,'\'B1of2\''
review,83,0.542169,0.457831,0,0.180723,0.036145,0.156627,0.048193,0.060241,0.024096,0.46988,'\'B1of2\''
title,11,0.272727,0.727273,0,0.545455,0,0.090909,0,0.181818,0,0.909091,'\'B2of2\''
review,32,0.46875,0.53125,0,0.125,0.03125,0.28125,0.15625,0.15625,0,0.5625,'\'B1of2\''
title,6,0.333333,0.666667,0,0.166667,0.166667,0.333333,0,0,0,0.666667,'\'B2of2\''
review,5,0.2,0.8,0,0.4,0,0.2,0,0.2,0,1,'\'B2of2\''
review,26,0.5,0.5,0,0.153846,0.153846,0.192308,0.076923,0.115385,0,0.692308,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,4,0.5,0.5,0,0,0.25,0.25,0.5,0,0,0.5,'\'B2of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
review,69,0.608696,0.391304,0,0.101449,0.057971,0.188406,0.086957,0.072464,0.043478,0.449275,'\'B1of2\''
review,26,0.576923,0.423077,0,0.230769,0.076923,0.192308,0.038462,0.038462,0,0.538462,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
