@relation 'huge_each_goodbad_smart-weka.filters.unsupervised.attribute.AddExpression-Eifelse(a4 >3.0, 5.0,1.0)-Ngood_or_bad-weka.filters.unsupervised.attribute.Discretize-Y-B2-M-1.0-Rlast-unset-class-temporarily-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.instance.RemoveRange-R1-4187-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Remove-R1'

@attribute type {review,title}
@attribute num_words numeric
@attribute 'stop_\%' numeric
@attribute 'meaning_\%' numeric
@attribute 'proper_noun_\%' numeric
@attribute 'noun_\%' numeric
@attribute 'pronoun_\%' numeric
@attribute 'verb_\%' numeric
@attribute 'adverb_\%' numeric
@attribute 'adjective_\%' numeric
@attribute 'wh-word_\%' numeric
@attribute 'missspelled_\%' numeric
@attribute good_or_bad {'\'B1of2\'','\'B2of2\''}

@data
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,30,0.466667,0.533333,0,0.233333,0.033333,0.166667,0,0.133333,0,0.666667,'\'B1of2\''
review,1,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
title,6,0.5,0.5,0,0.333333,0.166667,0,0.166667,0.166667,0,0.666667,'\'B2of2\''
review,124,0.524194,0.475806,0,0.177419,0.024194,0.169355,0.056452,0.072581,0,0.435484,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,26,0.5,0.5,0,0.153846,0,0.230769,0.115385,0.115385,0,0.576923,'\'B2of2\''
title,3,0.333333,0.666667,0,0.666667,0,0,0,0,0,0.666667,'\'B2of2\''
review,6,0.333333,0.666667,0,0.333333,0.166667,0.333333,0,0,0,0.833333,'\'B2of2\''
review,225,0.497778,0.502222,0,0.164444,0.013333,0.146667,0.048889,0.08,0,0.4,'\'B1of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B1of2\''
title,8,0.5,0.5,0,0.125,0.125,0.375,0.125,0.125,0,0.75,'\'B1of2\''
title,15,0.466667,0.533333,0,0.133333,0.066667,0.2,0.066667,0.266667,0,0.666667,'\'B1of2\''
title,13,0.538462,0.461538,0,0.307692,0,0.076923,0.076923,0,0.076923,0.615385,'\'B2of2\''
title,5,0.2,0.8,0,0.4,0,0.2,0,0.2,0,1,'\'B1of2\''
review,26,0.615385,0.384615,0,0.115385,0.076923,0.230769,0.076923,0.076923,0,0.5,'\'B2of2\''
title,8,0.375,0.625,0,0.25,0,0.25,0,0.125,0,0.75,'\'B1of2\''
title,5,0.2,0.8,0,0.4,0,0,0,0.2,0,0.6,'\'B1of2\''
title,14,0.357143,0.642857,0,0.142857,0.071429,0.214286,0.071429,0.142857,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,3,0.333333,0.666667,0,0,0,0.666667,0,0,0,0.666667,'\'B2of2\''
review,13,0.307692,0.692308,0,0.384615,0,0,0,0.230769,0,0.692308,'\'B1of2\''
title,3,1,0,0,0,0.333333,0,0.333333,0,0,0.333333,'\'B1of2\''
review,13,0.615385,0.384615,0,0.230769,0.076923,0.153846,0.076923,0.153846,0,0.692308,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,19,0.526316,0.473684,0,0.157895,0.052632,0.157895,0.157895,0.157895,0,0.578947,'\'B2of2\''
review,24,0.458333,0.541667,0,0.291667,0.083333,0.125,0.125,0.125,0,0.708333,'\'B2of2\''
review,32,0.625,0.375,0,0.09375,0.0625,0.21875,0.0625,0.09375,0,0.5,'\'B2of2\''
title,11,0.454545,0.545455,0,0.363636,0,0.090909,0,0.090909,0,0.727273,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,3,0.333333,0.666667,0,0,0,0.333333,0,0.333333,0,0.333333,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,36,0.388889,0.611111,0,0.333333,0.055556,0.166667,0.055556,0.111111,0,0.694444,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,4,0.5,0.5,0,0.5,0,0,0,0,0,0.75,'\'B1of2\''
review,61,0.508197,0.491803,0,0.196721,0.065574,0.131148,0.065574,0.131148,0.016393,0.557377,'\'B1of2\''
title,4,0.75,0.25,0,0.5,0,0,0,0,0,0.75,'\'B1of2\''
review,25,0.4,0.6,0,0.28,0,0.08,0.08,0.2,0,0.64,'\'B2of2\''
title,1,0,1,0,0,0,1,0,0,0,1,'\'B2of2\''
review,19,0.526316,0.473684,0,0.210526,0.105263,0.263158,0.105263,0.105263,0,0.631579,'\'B1of2\''
title,1,0,1,0,0,0,0,1,0,0,0,'\'B2of2\''
review,14,0.285714,0.714286,0,0.142857,0,0.285714,0.214286,0.142857,0,0.5,'\'B1of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
title,9,0.333333,0.666667,0,0.333333,0,0,0,0.333333,0,0.777778,'\'B1of2\''
title,3,0.333333,0.666667,0,0.333333,0,0,0,0,0,0.333333,'\'B1of2\''
title,6,0,1,0,0.666667,0,0,0.166667,0.166667,0,1,'\'B2of2\''
title,8,0.625,0.375,0,0.25,0,0.125,0.125,0.125,0,0.75,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,7,0.428571,0.571429,0,0.428571,0,0.142857,0.142857,0,0,0.714286,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,7,0.285714,0.714286,0,0.285714,0,0.142857,0,0.285714,0,0.714286,'\'B2of2\''
title,14,0.357143,0.642857,0,0.285714,0.071429,0.071429,0.214286,0.214286,0,0.642857,'\'B2of2\''
review,38,0.184211,0.815789,0,0.552632,0.026316,0.131579,0.052632,0.131579,0,0.868421,'\'B1of2\''
review,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
review,83,0.493976,0.506024,0,0.228916,0.024096,0.168675,0.060241,0.084337,0,0.566265,'\'B1of2\''
review,65,0.538462,0.461538,0,0.215385,0.030769,0.153846,0.061538,0.076923,0,0.476923,'\'B1of2\''
review,50,0.52,0.48,0,0.2,0.06,0.18,0.08,0.04,0.04,0.56,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,75,0.48,0.52,0,0.173333,0.026667,0.093333,0.066667,0.08,0,0.426667,'\'B2of2\''
title,2,0.5,0.5,0,0,0,0.5,0,0,0,0.5,'\'B2of2\''
title,6,0.333333,0.666667,0,0.333333,0,0.5,0.166667,0,0,0.666667,'\'B1of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,207,0.468599,0.531401,0,0.202899,0.019324,0.135266,0.062802,0.072464,0.009662,0.444444,'\'B1of2\''
title,8,0.5,0.5,0,0.25,0.25,0.125,0.25,0.125,0.125,0.875,'\'B2of2\''
review,165,0.466667,0.533333,0,0.169697,0.048485,0.163636,0.066667,0.060606,0.012121,0.460606,'\'B2of2\''
title,3,0.333333,0.666667,0,0.333333,0.333333,0.333333,0,0,0,0.666667,'\'B2of2\''
review,30,0.633333,0.366667,0,0.166667,0.1,0.166667,0.066667,0.066667,0.033333,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
review,8,0.375,0.625,0,0.375,0,0.125,0,0.125,0,0.875,'\'B2of2\''
title,10,0.4,0.6,0,0.1,0,0.3,0.1,0.2,0.1,0.7,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,23,0.565217,0.434783,0.043478,0.043478,0.086957,0.217391,0.173913,0.086957,0,0.391304,'\'B1of2\''
review,14,0.714286,0.285714,0,0.142857,0.071429,0.285714,0.071429,0,0.142857,0.5,'\'B1of2\''
review,52,0.423077,0.576923,0,0.230769,0.038462,0.192308,0.096154,0.096154,0.019231,0.576923,'\'B1of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,55,0.581818,0.418182,0,0.145455,0.036364,0.163636,0.054545,0.054545,0,0.4,'\'B2of2\''
title,3,0,1,0,0.666667,0,0,0.333333,0,0,0.666667,'\'B1of2\''
title,6,0.5,0.5,0,0.333333,0,0.166667,0,0.166667,0,0.833333,'\'B1of2\''
title,4,0.5,0.5,0,0.5,0.25,0,0,0,0,0.75,'\'B1of2\''
title,3,0,1,0,0.333333,0,0.333333,0.333333,0,0,0.666667,'\'B1of2\''
review,71,0.408451,0.591549,0,0.140845,0.014085,0.183099,0.126761,0.042254,0.014085,0.408451,'\'B1of2\''
title,4,0.25,0.75,0,0.25,0,0,0,0.5,0,0.75,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,4,0.25,0.75,0,0.5,0,0,0,0.25,0,0.75,'\'B2of2\''
title,8,0.375,0.625,0,0.25,0,0,0.125,0.25,0,0.75,'\'B1of2\''
title,8,0.5,0.5,0,0,0,0.25,0.25,0.125,0,0.5,'\'B1of2\''
review,9,0.444444,0.555556,0,0.111111,0,0.111111,0.222222,0.222222,0,0.444444,'\'B1of2\''
title,4,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
review,14,0.5,0.5,0,0.428571,0.071429,0.142857,0.071429,0,0,0.785714,'\'B2of2\''
title,18,0.388889,0.611111,0,0.222222,0.055556,0.166667,0.111111,0.222222,0,0.722222,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,15,0.466667,0.533333,0,0.2,0.133333,0.133333,0,0.266667,0,0.733333,'\'B1of2\''
review,24,0.333333,0.666667,0,0.25,0.041667,0.166667,0,0.208333,0,0.75,'\'B2of2\''
review,5,0.2,0.8,0,0.4,0,0,0,0.4,0,0.8,'\'B2of2\''
review,92,0.467391,0.532609,0,0.217391,0.065217,0.206522,0.076087,0.065217,0.01087,0.521739,'\'B1of2\''
review,9,0.444444,0.555556,0,0.333333,0.111111,0.111111,0.222222,0,0,0.555556,'\'B2of2\''
title,8,0.5,0.5,0,0.125,0,0.25,0.125,0.125,0,0.625,'\'B1of2\''
review,18,0.5,0.5,0,0.277778,0,0.111111,0.111111,0.111111,0,0.611111,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,3,0.333333,0.666667,0,0.333333,0,0,0.333333,0,0,0.666667,'\'B1of2\''
review,30,0.5,0.5,0,0.2,0.066667,0.2,0.066667,0.133333,0.066667,0.666667,'\'B2of2\''
review,104,0.519231,0.480769,0,0.211538,0.038462,0.144231,0.038462,0.057692,0.009615,0.5,'\'B1of2\''
review,8,0.125,0.875,0,0.5,0,0,0,0.375,0,0.875,'\'B2of2\''
review,22,0.636364,0.363636,0,0.181818,0.136364,0.181818,0.136364,0.045455,0,0.545455,'\'B1of2\''
title,5,0.4,0.6,0,0,0,0.4,0,0.2,0,0.2,'\'B2of2\''
review,9,0.444444,0.555556,0,0.222222,0.111111,0.111111,0,0.333333,0,0.777778,'\'B1of2\''
review,28,0.5,0.5,0,0.178571,0,0.25,0.071429,0.071429,0,0.535714,'\'B1of2\''
title,4,0.5,0.5,0,0,0.25,0.25,0,0,0,0.25,'\'B2of2\''
review,8,0.25,0.75,0,0.375,0,0.125,0,0.375,0,0.75,'\'B2of2\''
title,8,0.375,0.625,0,0.125,0,0.5,0.125,0,0,0.5,'\'B2of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
title,6,0.5,0.5,0,0.333333,0.166667,0.166667,0,0.166667,0,1,'\'B1of2\''
review,2,0,1,0,0,0,0,0.5,0.5,0,0.5,'\'B2of2\''
title,5,0.4,0.6,0,0.2,0,0,0.2,0.2,0,0.6,'\'B1of2\''
review,416,0.507212,0.492788,0,0.103365,0.009615,0.149038,0.036058,0.048077,0.009615,0.298077,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,4,0.25,0.75,0,0.5,0,0.25,0,0,0,1,'\'B2of2\''
review,3,0.333333,0.666667,0,0.333333,0,0.333333,0,0,0,1,'\'B2of2\''
review,22,0.5,0.5,0,0.227273,0.090909,0.181818,0.136364,0.181818,0,0.681818,'\'B2of2\''
review,30,0.4,0.6,0,0.2,0.033333,0.233333,0.1,0.1,0,0.666667,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,29,0.413793,0.586207,0,0.344828,0.034483,0.172414,0.034483,0.034483,0.034483,0.62069,'\'B2of2\''
review,64,0.484375,0.515625,0,0.140625,0.03125,0.21875,0.0625,0.125,0.015625,0.5625,'\'B1of2\''
title,8,0.5,0.5,0,0.125,0,0.5,0.125,0,0.125,0.375,'\'B1of2\''
title,3,0,1,0,0.666667,0,0,0,0.333333,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,49,0.591837,0.408163,0,0.102041,0.061224,0.22449,0.102041,0.122449,0,0.489796,'\'B2of2\''
review,17,0.529412,0.470588,0,0.352941,0.058824,0.235294,0,0,0,0.764706,'\'B1of2\''
review,43,0.465116,0.534884,0,0.209302,0.046512,0.302326,0.116279,0.069767,0.023256,0.651163,'\'B1of2\''
title,4,0.25,0.75,0,0.25,0,0,0.25,0.25,0,0.5,'\'B2of2\''
title,11,0.363636,0.636364,0,0.090909,0,0.090909,0.181818,0.272727,0,0.636364,'\'B1of2\''
review,24,0.333333,0.666667,0,0.333333,0.041667,0.125,0,0.208333,0,0.791667,'\'B2of2\''
review,37,0.432432,0.567568,0,0.27027,0.054054,0.216216,0.081081,0.081081,0,0.648649,'\'B2of2\''
title,3,0,1,0,0.666667,0,0,0,0.333333,0,1,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,50,0.42,0.58,0,0.22,0.02,0.2,0.12,0.06,0,0.48,'\'B1of2\''
review,35,0.371429,0.628571,0,0.314286,0.057143,0.028571,0.085714,0.171429,0,0.628571,'\'B1of2\''
title,4,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,3,0.333333,0.666667,0,0,0,0.333333,0,0.333333,0,0.666667,'\'B2of2\''
review,84,0.416667,0.583333,0,0.130952,0.011905,0.190476,0.095238,0.083333,0,0.416667,'\'B1of2\''
review,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,'\'B2of2\''
title,7,0.285714,0.714286,0,0.285714,0,0.142857,0.142857,0.142857,0,0.714286,'\'B1of2\''
review,6,0.5,0.5,0,0.333333,0.166667,0.166667,0.166667,0,0,0.833333,'\'B1of2\''
review,8,0.375,0.625,0,0,0,0.25,0.5,0.125,0,0.375,'\'B2of2\''
review,10,0.5,0.5,0,0.2,0,0.2,0.2,0.1,0,0.5,'\'B1of2\''
review,41,0.585366,0.414634,0,0.146341,0.073171,0.170732,0.02439,0.146341,0.04878,0.634146,'\'B2of2\''
title,12,0.583333,0.416667,0,0.083333,0.083333,0.166667,0.083333,0.166667,0,0.583333,'\'B1of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
review,11,0.545455,0.454545,0,0.272727,0,0.181818,0.090909,0,0,0.454545,'\'B1of2\''
title,19,0.473684,0.526316,0,0.157895,0.105263,0.368421,0.105263,0.052632,0,0.631579,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,3,0.333333,0.666667,0,0.333333,0.333333,0.333333,0,0,0,0.666667,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,9,0.555556,0.444444,0,0.111111,0.111111,0.444444,0,0,0,0.555556,'\'B2of2\''
title,4,0.5,0.5,0,0.25,0.25,0,0,0.25,0,0.75,'\'B2of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
review,7,0.285714,0.714286,0,0.571429,0.142857,0.142857,0,0,0,0.714286,'\'B1of2\''
review,9,0.333333,0.666667,0,0.333333,0.111111,0.333333,0,0,0,0.777778,'\'B2of2\''
review,225,0.493333,0.506667,0,0.16,0.008889,0.151111,0.053333,0.088889,0.004444,0.417778,'\'B2of2\''
review,11,0.454545,0.545455,0,0.363636,0.272727,0.181818,0,0,0,0.727273,'\'B1of2\''
title,3,0,1,0,0.333333,0,0.333333,0,0,0,0.666667,'\'B1of2\''
title,5,0,1,0,0.4,0,0.2,0,0.4,0,0.8,'\'B2of2\''
review,43,0.488372,0.511628,0,0.209302,0.116279,0.186047,0.046512,0.069767,0,0.55814,'\'B1of2\''
title,6,0.666667,0.333333,0,0,0.166667,0.333333,0.333333,0,0,0.5,'\'B2of2\''
review,14,0.5,0.5,0,0.142857,0.142857,0.214286,0.071429,0.071429,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,10,0.6,0.4,0,0.3,0,0.2,0,0,0,0.6,'\'B1of2\''
title,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,'\'B2of2\''
review,4,0,1,0,0.5,0,0,0.25,0.25,0,0.75,'\'B2of2\''
title,18,0.611111,0.388889,0,0.222222,0.055556,0.166667,0.111111,0.055556,0,0.555556,'\'B1of2\''
title,3,0.333333,0.666667,0,0.333333,0,0,0,0,0,0.666667,'\'B1of2\''
review,49,0.469388,0.530612,0,0.122449,0.081633,0.163265,0.040816,0.142857,0,0.530612,'\'B1of2\''
review,5,0.2,0.8,0,0.4,0,0.2,0,0.2,0,1,'\'B1of2\''
title,14,0.642857,0.357143,0,0.357143,0,0.285714,0.071429,0,0,0.642857,'\'B1of2\''
title,9,0.555556,0.444444,0,0.222222,0,0.222222,0,0.111111,0,0.666667,'\'B1of2\''
title,5,0.2,0.8,0,0.4,0.2,0.2,0,0.2,0,0.8,'\'B2of2\''
review,7,0.428571,0.571429,0,0.142857,0,0.428571,0,0,0,0.714286,'\'B2of2\''
review,226,0.469027,0.530973,0,0.172566,0.039823,0.163717,0.061947,0.075221,0.026549,0.464602,'\'B2of2\''
review,10,0.4,0.6,0,0.2,0,0.2,0.1,0.3,0,0.8,'\'B2of2\''
title,10,0.6,0.4,0,0.3,0.2,0.2,0,0,0,0.8,'\'B2of2\''
review,6,0.5,0.5,0,0,0.166667,0.333333,0,0,0,0.333333,'\'B2of2\''
review,1,0,1,0,0,0,0,0,1,0,1,'\'B2of2\''
title,9,0.555556,0.444444,0,0.222222,0.111111,0.111111,0.111111,0,0,0.444444,'\'B1of2\''
review,106,0.471698,0.528302,0,0.160377,0.028302,0.188679,0.103774,0.075472,0.009434,0.471698,'\'B2of2\''
title,4,0,1,0,0.75,0,0,0,0.25,0,1,'\'B1of2\''
review,61,0.360656,0.639344,0,0.278689,0.032787,0.147541,0.065574,0.081967,0,0.57377,'\'B1of2\''
review,43,0.44186,0.55814,0,0.139535,0.046512,0.186047,0.069767,0.069767,0,0.418605,'\'B1of2\''
review,9,0.111111,0.888889,0,0.444444,0,0.111111,0.111111,0.111111,0,0.666667,'\'B2of2\''
title,1,0,1,0,0,0,0,0,1,0,1,'\'B1of2\''
title,5,0.4,0.6,0,0.4,0,0,0,0.2,0,0.8,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,11,0.363636,0.636364,0,0.090909,0.090909,0.272727,0.181818,0.090909,0,0.545455,'\'B2of2\''
review,210,0.5,0.5,0,0.138095,0.02381,0.147619,0.052381,0.085714,0.014286,0.4,'\'B1of2\''
review,12,0.416667,0.583333,0,0.25,0,0.25,0.166667,0.083333,0,0.666667,'\'B1of2\''
title,9,0.444444,0.555556,0,0.222222,0,0.111111,0.222222,0.222222,0,0.444444,'\'B2of2\''
review,70,0.457143,0.542857,0,0.242857,0.028571,0.242857,0.057143,0.114286,0.014286,0.614286,'\'B1of2\''
review,6,0.333333,0.666667,0,0.333333,0,0,0,0.166667,0,0.666667,'\'B2of2\''
review,52,0.5,0.5,0,0.173077,0.076923,0.288462,0.038462,0.076923,0,0.596154,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,1,0,1,0,1,0,0,0,0,0,1,'\'B1of2\''
title,12,0.416667,0.583333,0,0.166667,0,0.166667,0.083333,0.083333,0,0.583333,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B1of2\''
review,27,0.555556,0.444444,0,0.148148,0.074074,0.148148,0.185185,0.074074,0.037037,0.555556,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,23,0.608696,0.391304,0,0.086957,0.043478,0.217391,0.130435,0.086957,0,0.347826,'\'B1of2\''
title,4,0.5,0.5,0,0,0,0.25,0,0.25,0,0.5,'\'B1of2\''
review,70,0.528571,0.471429,0,0.114286,0.028571,0.2,0.085714,0.085714,0.028571,0.414286,'\'B1of2\''
title,9,0.555556,0.444444,0,0.111111,0.111111,0.222222,0.111111,0,0.222222,0.555556,'\'B1of2\''
review,21,0.619048,0.380952,0,0.142857,0.095238,0.238095,0,0.142857,0,0.619048,'\'B2of2\''
review,1,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
review,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,'\'B2of2\''
review,4,0,1,0,0.25,0,0.25,0.25,0.25,0,0.75,'\'B2of2\''
review,33,0.454545,0.545455,0,0.181818,0.030303,0.181818,0.090909,0.090909,0.030303,0.515152,'\'B2of2\''
review,31,0.387097,0.612903,0,0.290323,0,0.16129,0.096774,0.16129,0.032258,0.677419,'\'B2of2\''
title,3,0.333333,0.666667,0,0.666667,0,0,0,0,0,0.666667,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,11,0.363636,0.636364,0,0.272727,0.090909,0.272727,0.090909,0.181818,0,0.727273,'\'B1of2\''
title,5,0.4,0.6,0,0.6,0,0,0.2,0,0,0.8,'\'B1of2\''
review,12,0.416667,0.583333,0,0.25,0.25,0.25,0.083333,0,0,0.75,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
review,7,0.428571,0.571429,0,0.285714,0.142857,0.285714,0,0,0,0.571429,'\'B2of2\''
title,4,0.5,0.5,0,0.5,0.25,0,0,0,0,0.75,'\'B1of2\''
review,9,0.555556,0.444444,0,0.444444,0.111111,0.111111,0,0,0.111111,0.777778,'\'B1of2\''
review,56,0.5,0.5,0,0.142857,0.035714,0.160714,0.107143,0.089286,0,0.5,'\'B1of2\''
review,28,0.428571,0.571429,0.035714,0.178571,0.071429,0.214286,0.107143,0.071429,0.035714,0.571429,'\'B2of2\''
title,3,0.333333,0.666667,0,0,0,0.333333,0,0.333333,0,0.333333,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,2,0.5,0.5,0,0,0,0.5,0,0,0,0.5,'\'B2of2\''
review,22,0.409091,0.590909,0,0.136364,0.181818,0.272727,0.090909,0.136364,0,0.681818,'\'B1of2\''
review,41,0.609756,0.390244,0,0.02439,0.04878,0.317073,0.146341,0.073171,0,0.463415,'\'B1of2\''
review,6,0.5,0.5,0,0.166667,0.166667,0.166667,0.166667,0.166667,0,0.833333,'\'B2of2\''
review,29,0.413793,0.586207,0,0.241379,0.034483,0.275862,0.034483,0.068966,0,0.655172,'\'B1of2\''
review,29,0.448276,0.551724,0,0.275862,0.034483,0.172414,0.068966,0.103448,0.034483,0.62069,'\'B2of2\''
review,19,0.421053,0.578947,0,0.210526,0.052632,0.210526,0.157895,0.105263,0,0.631579,'\'B2of2\''
title,5,0.6,0.4,0,0.2,0,0.4,0.2,0,0.2,1,'\'B1of2\''
review,38,0.578947,0.421053,0,0.210526,0.026316,0.236842,0.105263,0.026316,0,0.526316,'\'B1of2\''
review,12,0.666667,0.333333,0,0.083333,0.083333,0.083333,0.083333,0.083333,0.083333,0.583333,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,5,0.2,0.8,0,0.2,0,0.2,0,0.4,0,0.6,'\'B2of2\''
title,4,0.5,0.5,0,0.25,0,0,0.25,0.25,0,0.75,'\'B2of2\''
review,9,0.555556,0.444444,0,0.222222,0.222222,0.333333,0.111111,0,0,0.666667,'\'B1of2\''
title,4,0.5,0.5,0,0.25,0,0.25,0.25,0,0,0.5,'\'B1of2\''
title,7,0.142857,0.857143,0,0.428571,0,0.142857,0,0.142857,0,0.571429,'\'B2of2\''
review,32,0.59375,0.40625,0,0.21875,0.15625,0.15625,0.03125,0.09375,0.03125,0.65625,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,134,0.514925,0.485075,0,0.231343,0.022388,0.134328,0.029851,0.11194,0.007463,0.529851,'\'B1of2\''
review,6,0.333333,0.666667,0,0,0,0,0.5,0.333333,0,0.333333,'\'B2of2\''
review,15,0.4,0.6,0,0.266667,0,0.2,0.066667,0.066667,0.066667,0.666667,'\'B2of2\''
title,20,0.5,0.5,0,0.3,0.1,0.1,0.15,0.1,0,0.6,'\'B1of2\''
title,2,0,1,0,0,0,0.5,0.5,0,0,0.5,'\'B1of2\''
review,2,0,1,0,0.5,0,0,0,0.5,0,1,'\'B2of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B2of2\''
review,28,0.5,0.5,0,0.142857,0.035714,0.178571,0.25,0.071429,0.035714,0.607143,'\'B2of2\''
title,2,0,1,0,1,0,0,0,0,0,1,'\'B2of2\''
title,6,0.333333,0.666667,0,0.166667,0,0.166667,0.166667,0.166667,0,0.333333,'\'B2of2\''
title,4,0,1,0,0.5,0,0.25,0,0.25,0,1,'\'B2of2\''
review,39,0.538462,0.461538,0,0.230769,0.051282,0.205128,0.102564,0.025641,0.025641,0.564103,'\'B2of2\''
title,2,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,'\'B2of2\''
title,4,0.25,0.75,0,0.5,0,0,0,0.25,0,0.75,'\'B2of2\''
review,19,0.684211,0.315789,0,0.052632,0.052632,0.210526,0.105263,0.105263,0,0.368421,'\'B1of2\''
review,5,0.2,0.8,0,0.4,0,0.2,0.2,0,0,0.8,'\'B2of2\''
review,2,0.5,0.5,0,0,0,0,0,0.5,0,0.5,'\'B2of2\''
review,21,0.571429,0.428571,0,0.190476,0.047619,0.142857,0.095238,0.142857,0,0.52381,'\'B1of2\''
review,50,0.46,0.54,0,0.16,0.08,0.14,0.14,0.14,0,0.58,'\'B1of2\''
title,2,0,1,0,0.5,0,0,0,0,0,0.5,'\'B1of2\''
